dataset,sample_id,TLS_decile,readout,value
GSE288483,GSM8768681_Pt1-3,1,median mregDC score,-0.136765825540743
GSE288483,GSM8768681_Pt1-3,1,median MHC-II score,-0.225153814964014
GSE288483,GSM8768681_Pt1-3,1,mregDC-high fraction,0.0248756218905473
GSE288483,GSM8768681_Pt1-3,1,MHC-II-high fraction,0.0248756218905473
GSE288483,GSM8768681_Pt1-3,1,TLS/mregDC co-high fraction,0
GSE288483,GSM8768681_Pt1-3,2,median mregDC score,-0.1000289962127
GSE288483,GSM8768681_Pt1-3,2,median MHC-II score,-0.170917613643837
GSE288483,GSM8768681_Pt1-3,2,mregDC-high fraction,0.0248756218905473
GSE288483,GSM8768681_Pt1-3,2,MHC-II-high fraction,0.0298507462686567
GSE288483,GSM8768681_Pt1-3,2,TLS/mregDC co-high fraction,0
GSE288483,GSM8768681_Pt1-3,3,median mregDC score,-0.0886950303814801
GSE288483,GSM8768681_Pt1-3,3,median MHC-II score,-0.0749123626685155
GSE288483,GSM8768681_Pt1-3,3,mregDC-high fraction,0.07
GSE288483,GSM8768681_Pt1-3,3,MHC-II-high fraction,0.045
GSE288483,GSM8768681_Pt1-3,3,TLS/mregDC co-high fraction,0
GSE288483,GSM8768681_Pt1-3,4,median mregDC score,-0.109008795047049
GSE288483,GSM8768681_Pt1-3,4,median MHC-II score,-0.0740479205769629
GSE288483,GSM8768681_Pt1-3,4,mregDC-high fraction,0.05
GSE288483,GSM8768681_Pt1-3,4,MHC-II-high fraction,0.02
GSE288483,GSM8768681_Pt1-3,4,TLS/mregDC co-high fraction,0
GSE288483,GSM8768681_Pt1-3,5,median mregDC score,-0.089630993512437
GSE288483,GSM8768681_Pt1-3,5,median MHC-II score,-0.0439940576336313
GSE288483,GSM8768681_Pt1-3,5,mregDC-high fraction,0.05
GSE288483,GSM8768681_Pt1-3,5,MHC-II-high fraction,0.07
GSE288483,GSM8768681_Pt1-3,5,TLS/mregDC co-high fraction,0
GSE288483,GSM8768681_Pt1-3,6,median mregDC score,-0.0373973340444646
GSE288483,GSM8768681_Pt1-3,6,median MHC-II score,-0.00950577119862676
GSE288483,GSM8768681_Pt1-3,6,mregDC-high fraction,0.065
GSE288483,GSM8768681_Pt1-3,6,MHC-II-high fraction,0.06
GSE288483,GSM8768681_Pt1-3,6,TLS/mregDC co-high fraction,0
GSE288483,GSM8768681_Pt1-3,7,median mregDC score,0.0189480626072886
GSE288483,GSM8768681_Pt1-3,7,median MHC-II score,0.044190244009002
GSE288483,GSM8768681_Pt1-3,7,mregDC-high fraction,0.1
GSE288483,GSM8768681_Pt1-3,7,MHC-II-high fraction,0.08
GSE288483,GSM8768681_Pt1-3,7,TLS/mregDC co-high fraction,0
GSE288483,GSM8768681_Pt1-3,8,median mregDC score,0.0280443760059498
GSE288483,GSM8768681_Pt1-3,8,median MHC-II score,0.0926411625938187
GSE288483,GSM8768681_Pt1-3,8,mregDC-high fraction,0.12
GSE288483,GSM8768681_Pt1-3,8,MHC-II-high fraction,0.145
GSE288483,GSM8768681_Pt1-3,8,TLS/mregDC co-high fraction,0
GSE288483,GSM8768681_Pt1-3,9,median mregDC score,0.080930074531991
GSE288483,GSM8768681_Pt1-3,9,median MHC-II score,0.226900378460652
GSE288483,GSM8768681_Pt1-3,9,mregDC-high fraction,0.185
GSE288483,GSM8768681_Pt1-3,9,MHC-II-high fraction,0.165
GSE288483,GSM8768681_Pt1-3,9,TLS/mregDC co-high fraction,0
GSE288483,GSM8768681_Pt1-3,10,median mregDC score,0.181365889831142
GSE288483,GSM8768681_Pt1-3,10,median MHC-II score,0.316292941299208
GSE288483,GSM8768681_Pt1-3,10,mregDC-high fraction,0.315
GSE288483,GSM8768681_Pt1-3,10,MHC-II-high fraction,0.365
GSE288483,GSM8768681_Pt1-3,10,TLS/mregDC co-high fraction,0.315
GSE288483,GSM8768682_Pt1-4,1,median mregDC score,-0.144024786224179
GSE288483,GSM8768682_Pt1-4,1,median MHC-II score,-0.212516782103736
GSE288483,GSM8768682_Pt1-4,1,mregDC-high fraction,0.05
GSE288483,GSM8768682_Pt1-4,1,MHC-II-high fraction,0.0142857142857143
GSE288483,GSM8768682_Pt1-4,1,TLS/mregDC co-high fraction,0
GSE288483,GSM8768682_Pt1-4,2,median mregDC score,-0.0942293377622972
GSE288483,GSM8768682_Pt1-4,2,median MHC-II score,-0.163745840225836
GSE288483,GSM8768682_Pt1-4,2,mregDC-high fraction,0.0642857142857143
GSE288483,GSM8768682_Pt1-4,2,MHC-II-high fraction,0.0214285714285714
GSE288483,GSM8768682_Pt1-4,2,TLS/mregDC co-high fraction,0
GSE288483,GSM8768682_Pt1-4,3,median mregDC score,-0.0928702510171742
GSE288483,GSM8768682_Pt1-4,3,median MHC-II score,-0.142658157683711
GSE288483,GSM8768682_Pt1-4,3,mregDC-high fraction,0.0428571428571429
GSE288483,GSM8768682_Pt1-4,3,MHC-II-high fraction,0.0285714285714286
GSE288483,GSM8768682_Pt1-4,3,TLS/mregDC co-high fraction,0
GSE288483,GSM8768682_Pt1-4,4,median mregDC score,-0.0777935802448849
GSE288483,GSM8768682_Pt1-4,4,median MHC-II score,-0.0994680986499105
GSE288483,GSM8768682_Pt1-4,4,mregDC-high fraction,0.0647482014388489
GSE288483,GSM8768682_Pt1-4,4,MHC-II-high fraction,0.0719424460431655
GSE288483,GSM8768682_Pt1-4,4,TLS/mregDC co-high fraction,0
GSE288483,GSM8768682_Pt1-4,5,median mregDC score,-0.0495924215485426
GSE288483,GSM8768682_Pt1-4,5,median MHC-II score,-0.0505160510452579
GSE288483,GSM8768682_Pt1-4,5,mregDC-high fraction,0.0503597122302158
GSE288483,GSM8768682_Pt1-4,5,MHC-II-high fraction,0.0503597122302158
GSE288483,GSM8768682_Pt1-4,5,TLS/mregDC co-high fraction,0
GSE288483,GSM8768682_Pt1-4,6,median mregDC score,-0.0690311306463594
GSE288483,GSM8768682_Pt1-4,6,median MHC-II score,-0.0487399950544016
GSE288483,GSM8768682_Pt1-4,6,mregDC-high fraction,0.0431654676258993
GSE288483,GSM8768682_Pt1-4,6,MHC-II-high fraction,0.0287769784172662
GSE288483,GSM8768682_Pt1-4,6,TLS/mregDC co-high fraction,0
GSE288483,GSM8768682_Pt1-4,7,median mregDC score,0.0233528251609961
GSE288483,GSM8768682_Pt1-4,7,median MHC-II score,0.056575635988288
GSE288483,GSM8768682_Pt1-4,7,mregDC-high fraction,0.0863309352517986
GSE288483,GSM8768682_Pt1-4,7,MHC-II-high fraction,0.107913669064748
GSE288483,GSM8768682_Pt1-4,7,TLS/mregDC co-high fraction,0
GSE288483,GSM8768682_Pt1-4,8,median mregDC score,0.0406448524231679
GSE288483,GSM8768682_Pt1-4,8,median MHC-II score,0.0995452998503079
GSE288483,GSM8768682_Pt1-4,8,mregDC-high fraction,0.122302158273381
GSE288483,GSM8768682_Pt1-4,8,MHC-II-high fraction,0.122302158273381
GSE288483,GSM8768682_Pt1-4,8,TLS/mregDC co-high fraction,0
GSE288483,GSM8768682_Pt1-4,9,median mregDC score,0.0842822920977271
GSE288483,GSM8768682_Pt1-4,9,median MHC-II score,0.183236299121372
GSE288483,GSM8768682_Pt1-4,9,mregDC-high fraction,0.100719424460432
GSE288483,GSM8768682_Pt1-4,9,MHC-II-high fraction,0.179856115107914
GSE288483,GSM8768682_Pt1-4,9,TLS/mregDC co-high fraction,0
GSE288483,GSM8768682_Pt1-4,10,median mregDC score,0.210003863486389
GSE288483,GSM8768682_Pt1-4,10,median MHC-II score,0.44962024919146
GSE288483,GSM8768682_Pt1-4,10,mregDC-high fraction,0.381294964028777
GSE288483,GSM8768682_Pt1-4,10,MHC-II-high fraction,0.381294964028777
GSE288483,GSM8768682_Pt1-4,10,TLS/mregDC co-high fraction,0.381294964028777
GSE288483,GSM8768683_Pt2-1,1,median mregDC score,-0.139769871099634
GSE288483,GSM8768683_Pt2-1,1,median MHC-II score,-0.178123440214263
GSE288483,GSM8768683_Pt2-1,1,mregDC-high fraction,0.0108695652173913
GSE288483,GSM8768683_Pt2-1,1,MHC-II-high fraction,0.0434782608695652
GSE288483,GSM8768683_Pt2-1,1,TLS/mregDC co-high fraction,0
GSE288483,GSM8768683_Pt2-1,2,median mregDC score,-0.082229324034652
GSE288483,GSM8768683_Pt2-1,2,median MHC-II score,-0.106620648507774
GSE288483,GSM8768683_Pt2-1,2,mregDC-high fraction,0.0706521739130435
GSE288483,GSM8768683_Pt2-1,2,MHC-II-high fraction,0.0597826086956522
GSE288483,GSM8768683_Pt2-1,2,TLS/mregDC co-high fraction,0
GSE288483,GSM8768683_Pt2-1,3,median mregDC score,-0.111273775127526
GSE288483,GSM8768683_Pt2-1,3,median MHC-II score,-0.12362836002793
GSE288483,GSM8768683_Pt2-1,3,mregDC-high fraction,0.0434782608695652
GSE288483,GSM8768683_Pt2-1,3,MHC-II-high fraction,0.0271739130434783
GSE288483,GSM8768683_Pt2-1,3,TLS/mregDC co-high fraction,0
GSE288483,GSM8768683_Pt2-1,4,median mregDC score,-0.0798806889222023
GSE288483,GSM8768683_Pt2-1,4,median MHC-II score,-0.104475832397922
GSE288483,GSM8768683_Pt2-1,4,mregDC-high fraction,0.0437158469945355
GSE288483,GSM8768683_Pt2-1,4,MHC-II-high fraction,0.0491803278688525
GSE288483,GSM8768683_Pt2-1,4,TLS/mregDC co-high fraction,0
GSE288483,GSM8768683_Pt2-1,5,median mregDC score,-0.0828821175244314
GSE288483,GSM8768683_Pt2-1,5,median MHC-II score,-0.0748679528528174
GSE288483,GSM8768683_Pt2-1,5,mregDC-high fraction,0.0819672131147541
GSE288483,GSM8768683_Pt2-1,5,MHC-II-high fraction,0.0601092896174863
GSE288483,GSM8768683_Pt2-1,5,TLS/mregDC co-high fraction,0
GSE288483,GSM8768683_Pt2-1,6,median mregDC score,-0.0418666368244756
GSE288483,GSM8768683_Pt2-1,6,median MHC-II score,-0.10794938470854
GSE288483,GSM8768683_Pt2-1,6,mregDC-high fraction,0.0327868852459016
GSE288483,GSM8768683_Pt2-1,6,MHC-II-high fraction,0.0382513661202186
GSE288483,GSM8768683_Pt2-1,6,TLS/mregDC co-high fraction,0
GSE288483,GSM8768683_Pt2-1,7,median mregDC score,-0.00358586666704287
GSE288483,GSM8768683_Pt2-1,7,median MHC-II score,-0.0827539382624218
GSE288483,GSM8768683_Pt2-1,7,mregDC-high fraction,0.103825136612022
GSE288483,GSM8768683_Pt2-1,7,MHC-II-high fraction,0.0819672131147541
GSE288483,GSM8768683_Pt2-1,7,TLS/mregDC co-high fraction,0
GSE288483,GSM8768683_Pt2-1,8,median mregDC score,0.0288774493015568
GSE288483,GSM8768683_Pt2-1,8,median MHC-II score,-0.0253933393293757
GSE288483,GSM8768683_Pt2-1,8,mregDC-high fraction,0.114754098360656
GSE288483,GSM8768683_Pt2-1,8,MHC-II-high fraction,0.136612021857924
GSE288483,GSM8768683_Pt2-1,8,TLS/mregDC co-high fraction,0
GSE288483,GSM8768683_Pt2-1,9,median mregDC score,0.0124097728244486
GSE288483,GSM8768683_Pt2-1,9,median MHC-II score,0.067337123715255
GSE288483,GSM8768683_Pt2-1,9,mregDC-high fraction,0.191256830601093
GSE288483,GSM8768683_Pt2-1,9,MHC-II-high fraction,0.185792349726776
GSE288483,GSM8768683_Pt2-1,9,TLS/mregDC co-high fraction,0
GSE288483,GSM8768683_Pt2-1,10,median mregDC score,0.134354088295942
GSE288483,GSM8768683_Pt2-1,10,median MHC-II score,0.184351523466332
GSE288483,GSM8768683_Pt2-1,10,mregDC-high fraction,0.311475409836066
GSE288483,GSM8768683_Pt2-1,10,MHC-II-high fraction,0.3224043715847
GSE288483,GSM8768683_Pt2-1,10,TLS/mregDC co-high fraction,0.311475409836066
GSE288483,GSM8768684_Pt2-2,1,median mregDC score,-0.167767778974834
GSE288483,GSM8768684_Pt2-2,1,median MHC-II score,-0.232040692782423
GSE288483,GSM8768684_Pt2-2,1,mregDC-high fraction,0.0492610837438424
GSE288483,GSM8768684_Pt2-2,1,MHC-II-high fraction,0.0344827586206897
GSE288483,GSM8768684_Pt2-2,1,TLS/mregDC co-high fraction,0
GSE288483,GSM8768684_Pt2-2,2,median mregDC score,-0.147412541927078
GSE288483,GSM8768684_Pt2-2,2,median MHC-II score,-0.175063667395752
GSE288483,GSM8768684_Pt2-2,2,mregDC-high fraction,0.0344827586206897
GSE288483,GSM8768684_Pt2-2,2,MHC-II-high fraction,0.0246305418719212
GSE288483,GSM8768684_Pt2-2,2,TLS/mregDC co-high fraction,0
GSE288483,GSM8768684_Pt2-2,3,median mregDC score,-0.110316674100447
GSE288483,GSM8768684_Pt2-2,3,median MHC-II score,-0.0606768067302658
GSE288483,GSM8768684_Pt2-2,3,mregDC-high fraction,0.0738916256157636
GSE288483,GSM8768684_Pt2-2,3,MHC-II-high fraction,0.0541871921182266
GSE288483,GSM8768684_Pt2-2,3,TLS/mregDC co-high fraction,0
GSE288483,GSM8768684_Pt2-2,4,median mregDC score,-0.116482931649421
GSE288483,GSM8768684_Pt2-2,4,median MHC-II score,-0.0435464695760675
GSE288483,GSM8768684_Pt2-2,4,mregDC-high fraction,0.0591133004926108
GSE288483,GSM8768684_Pt2-2,4,MHC-II-high fraction,0.0640394088669951
GSE288483,GSM8768684_Pt2-2,4,TLS/mregDC co-high fraction,0
GSE288483,GSM8768684_Pt2-2,5,median mregDC score,-0.11360307375743
GSE288483,GSM8768684_Pt2-2,5,median MHC-II score,-0.0721513052877499
GSE288483,GSM8768684_Pt2-2,5,mregDC-high fraction,0.0640394088669951
GSE288483,GSM8768684_Pt2-2,5,MHC-II-high fraction,0.0689655172413793
GSE288483,GSM8768684_Pt2-2,5,TLS/mregDC co-high fraction,0
GSE288483,GSM8768684_Pt2-2,6,median mregDC score,-0.0713865877038621
GSE288483,GSM8768684_Pt2-2,6,median MHC-II score,-0.0102353411953989
GSE288483,GSM8768684_Pt2-2,6,mregDC-high fraction,0.0640394088669951
GSE288483,GSM8768684_Pt2-2,6,MHC-II-high fraction,0.0492610837438424
GSE288483,GSM8768684_Pt2-2,6,TLS/mregDC co-high fraction,0
GSE288483,GSM8768684_Pt2-2,7,median mregDC score,0.0233075511556362
GSE288483,GSM8768684_Pt2-2,7,median MHC-II score,-0.00362465244642991
GSE288483,GSM8768684_Pt2-2,7,mregDC-high fraction,0.128712871287129
GSE288483,GSM8768684_Pt2-2,7,MHC-II-high fraction,0.099009900990099
GSE288483,GSM8768684_Pt2-2,7,TLS/mregDC co-high fraction,0
GSE288483,GSM8768684_Pt2-2,8,median mregDC score,-0.0240993753158221
GSE288483,GSM8768684_Pt2-2,8,median MHC-II score,0.0614072462320629
GSE288483,GSM8768684_Pt2-2,8,mregDC-high fraction,0.108910891089109
GSE288483,GSM8768684_Pt2-2,8,MHC-II-high fraction,0.153465346534653
GSE288483,GSM8768684_Pt2-2,8,TLS/mregDC co-high fraction,0
GSE288483,GSM8768684_Pt2-2,9,median mregDC score,0.0973129236996593
GSE288483,GSM8768684_Pt2-2,9,median MHC-II score,0.10991525095574
GSE288483,GSM8768684_Pt2-2,9,mregDC-high fraction,0.163366336633663
GSE288483,GSM8768684_Pt2-2,9,MHC-II-high fraction,0.188118811881188
GSE288483,GSM8768684_Pt2-2,9,TLS/mregDC co-high fraction,0
GSE288483,GSM8768684_Pt2-2,10,median mregDC score,0.137187768610669
GSE288483,GSM8768684_Pt2-2,10,median MHC-II score,0.179847728075919
GSE288483,GSM8768684_Pt2-2,10,mregDC-high fraction,0.257425742574257
GSE288483,GSM8768684_Pt2-2,10,MHC-II-high fraction,0.267326732673267
GSE288483,GSM8768684_Pt2-2,10,TLS/mregDC co-high fraction,0.257425742574257
GSE288483,GSM8768685_Pt2-3,1,median mregDC score,-0.16626129661302
GSE288483,GSM8768685_Pt2-3,1,median MHC-II score,-0.199693868769435
GSE288483,GSM8768685_Pt2-3,1,mregDC-high fraction,0.0330188679245283
GSE288483,GSM8768685_Pt2-3,1,MHC-II-high fraction,0.0424528301886792
GSE288483,GSM8768685_Pt2-3,1,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,2,median mregDC score,-0.0734923587317066
GSE288483,GSM8768685_Pt2-3,2,median MHC-II score,-0.067761067160135
GSE288483,GSM8768685_Pt2-3,2,mregDC-high fraction,0.0141509433962264
GSE288483,GSM8768685_Pt2-3,2,MHC-II-high fraction,0.0424528301886792
GSE288483,GSM8768685_Pt2-3,2,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,3,median mregDC score,-0.0105616740859903
GSE288483,GSM8768685_Pt2-3,3,median MHC-II score,-0.0312197846334584
GSE288483,GSM8768685_Pt2-3,3,mregDC-high fraction,0.0377358490566038
GSE288483,GSM8768685_Pt2-3,3,MHC-II-high fraction,0.0613207547169811
GSE288483,GSM8768685_Pt2-3,3,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,4,median mregDC score,-0.0442888369871445
GSE288483,GSM8768685_Pt2-3,4,median MHC-II score,0.0109220909234846
GSE288483,GSM8768685_Pt2-3,4,mregDC-high fraction,0.0471698113207547
GSE288483,GSM8768685_Pt2-3,4,MHC-II-high fraction,0.108490566037736
GSE288483,GSM8768685_Pt2-3,4,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,5,median mregDC score,0.0364614868501825
GSE288483,GSM8768685_Pt2-3,5,median MHC-II score,0.0863467980881579
GSE288483,GSM8768685_Pt2-3,5,mregDC-high fraction,0.0707547169811321
GSE288483,GSM8768685_Pt2-3,5,MHC-II-high fraction,0.127358490566038
GSE288483,GSM8768685_Pt2-3,5,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,6,median mregDC score,0.016447547162151
GSE288483,GSM8768685_Pt2-3,6,median MHC-II score,0.00674171592018127
GSE288483,GSM8768685_Pt2-3,6,mregDC-high fraction,0.113207547169811
GSE288483,GSM8768685_Pt2-3,6,MHC-II-high fraction,0.117924528301887
GSE288483,GSM8768685_Pt2-3,6,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,7,median mregDC score,0.0302552455770465
GSE288483,GSM8768685_Pt2-3,7,median MHC-II score,0.0553637429588073
GSE288483,GSM8768685_Pt2-3,7,mregDC-high fraction,0.113207547169811
GSE288483,GSM8768685_Pt2-3,7,MHC-II-high fraction,0.155660377358491
GSE288483,GSM8768685_Pt2-3,7,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,8,median mregDC score,0.0811641159800484
GSE288483,GSM8768685_Pt2-3,8,median MHC-II score,0.0742580136590753
GSE288483,GSM8768685_Pt2-3,8,mregDC-high fraction,0.127358490566038
GSE288483,GSM8768685_Pt2-3,8,MHC-II-high fraction,0.136792452830189
GSE288483,GSM8768685_Pt2-3,8,TLS/mregDC co-high fraction,0
GSE288483,GSM8768685_Pt2-3,9,median mregDC score,0.0945892714165687
GSE288483,GSM8768685_Pt2-3,9,median MHC-II score,0.0976182472372866
GSE288483,GSM8768685_Pt2-3,9,mregDC-high fraction,0.169811320754717
GSE288483,GSM8768685_Pt2-3,9,MHC-II-high fraction,0.122641509433962
GSE288483,GSM8768685_Pt2-3,9,TLS/mregDC co-high fraction,0.00471698113207547
GSE288483,GSM8768685_Pt2-3,10,median mregDC score,0.122300064645164
GSE288483,GSM8768685_Pt2-3,10,median MHC-II score,-0.00113652290463992
GSE288483,GSM8768685_Pt2-3,10,mregDC-high fraction,0.274881516587678
GSE288483,GSM8768685_Pt2-3,10,MHC-II-high fraction,0.0853080568720379
GSE288483,GSM8768685_Pt2-3,10,TLS/mregDC co-high fraction,0.274881516587678
GSE288483,GSM8768686_Pt2-4,1,median mregDC score,-0.0856646725058918
GSE288483,GSM8768686_Pt2-4,1,median MHC-II score,-0.0826933611317376
GSE288483,GSM8768686_Pt2-4,1,mregDC-high fraction,0.088145896656535
GSE288483,GSM8768686_Pt2-4,1,MHC-II-high fraction,0.0516717325227964
GSE288483,GSM8768686_Pt2-4,1,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,2,median mregDC score,-0.0844425213078684
GSE288483,GSM8768686_Pt2-4,2,median MHC-II score,0.0258617287783386
GSE288483,GSM8768686_Pt2-4,2,mregDC-high fraction,0.0668693009118541
GSE288483,GSM8768686_Pt2-4,2,MHC-II-high fraction,0.088145896656535
GSE288483,GSM8768686_Pt2-4,2,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,3,median mregDC score,-0.0626880375198324
GSE288483,GSM8768686_Pt2-4,3,median MHC-II score,0.0296544042743193
GSE288483,GSM8768686_Pt2-4,3,mregDC-high fraction,0.088145896656535
GSE288483,GSM8768686_Pt2-4,3,MHC-II-high fraction,0.060790273556231
GSE288483,GSM8768686_Pt2-4,3,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,4,median mregDC score,-0.0727406366000309
GSE288483,GSM8768686_Pt2-4,4,median MHC-II score,0.0304664922979753
GSE288483,GSM8768686_Pt2-4,4,mregDC-high fraction,0.0516717325227964
GSE288483,GSM8768686_Pt2-4,4,MHC-II-high fraction,0.0972644376899696
GSE288483,GSM8768686_Pt2-4,4,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,5,median mregDC score,-0.0535086507044357
GSE288483,GSM8768686_Pt2-4,5,median MHC-II score,0.0831999959853608
GSE288483,GSM8768686_Pt2-4,5,mregDC-high fraction,0.0792682926829268
GSE288483,GSM8768686_Pt2-4,5,MHC-II-high fraction,0.0853658536585366
GSE288483,GSM8768686_Pt2-4,5,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,6,median mregDC score,-0.0155326884633184
GSE288483,GSM8768686_Pt2-4,6,median MHC-II score,0.092375637259108
GSE288483,GSM8768686_Pt2-4,6,mregDC-high fraction,0.106707317073171
GSE288483,GSM8768686_Pt2-4,6,MHC-II-high fraction,0.115853658536585
GSE288483,GSM8768686_Pt2-4,6,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,7,median mregDC score,-0.0186943688039756
GSE288483,GSM8768686_Pt2-4,7,median MHC-II score,0.0915194383861061
GSE288483,GSM8768686_Pt2-4,7,mregDC-high fraction,0.0579268292682927
GSE288483,GSM8768686_Pt2-4,7,MHC-II-high fraction,0.115853658536585
GSE288483,GSM8768686_Pt2-4,7,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,8,median mregDC score,-0.0328794639380682
GSE288483,GSM8768686_Pt2-4,8,median MHC-II score,0.0416403530223299
GSE288483,GSM8768686_Pt2-4,8,mregDC-high fraction,0.109756097560976
GSE288483,GSM8768686_Pt2-4,8,MHC-II-high fraction,0.109756097560976
GSE288483,GSM8768686_Pt2-4,8,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,9,median mregDC score,0.0191294676100306
GSE288483,GSM8768686_Pt2-4,9,median MHC-II score,0.0486833613081906
GSE288483,GSM8768686_Pt2-4,9,mregDC-high fraction,0.13109756097561
GSE288483,GSM8768686_Pt2-4,9,MHC-II-high fraction,0.11890243902439
GSE288483,GSM8768686_Pt2-4,9,TLS/mregDC co-high fraction,0
GSE288483,GSM8768686_Pt2-4,10,median mregDC score,0.0204463225972762
GSE288483,GSM8768686_Pt2-4,10,median MHC-II score,0.00229229575877128
GSE288483,GSM8768686_Pt2-4,10,mregDC-high fraction,0.222560975609756
GSE288483,GSM8768686_Pt2-4,10,MHC-II-high fraction,0.158536585365854
GSE288483,GSM8768686_Pt2-4,10,TLS/mregDC co-high fraction,0.222560975609756
